,num_passengers,purchase_lead,length_of_stay,flight_hour,add_ons_count,flight_duration,flight_day,route_0,route_1,route_2,route_3,route_4,route_5,route_6,route_7,route_8,route_9,booking_origin_0,booking_origin_1,booking_origin_2,booking_origin_3,booking_origin_4,booking_origin_5,booking_origin_6,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,departure_city_0,departure_city_1,departure_city_2,departure_city_3,departure_city_4,departure_city_5,departure_city_6,arrival_city_0,arrival_city_1,arrival_city_2,arrival_city_3,arrival_city_4,arrival_city_5,arrival_city_6,is_weekend,booking_urgency,long_haul,is_AM,departure_country_0,departure_country_1,departure_country_2,departure_country_3,departure_country_4,arrival_country_0,arrival_country_1,arrival_country_2,arrival_country_3,arrival_country_4,sales_channel_Mobile,trip_type_CircleTrip,trip_type_OneWay,trip_type_RoundTrip
14726,-0.7613985763745363,-0.09076675994538941,0.8157851913935359,1.0709625451579436,-0.29911905412201495,0.8732933577577402,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1
41722,1.1166046730975012,0.3223673396744043,-0.8282822569920967,0.9209262596682888,-0.29911905412201495,-1.1225527266413642,5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
10000,-0.7613985763745363,-1.180816007907414,0.4362094405272504,-0.46656261260773185,-0.29911905412201495,-1.1225527266413642,5,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
47850,-0.7613985763745363,0.3457692616164084,-0.6372779219856636,-0.07853659432621089,-1.5108170509771273,-1.274333431606884,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
30580,1.1166046730975012,2.1366290791912674,-1.0639330857182203,-1.1430031266458724,0.6569995985961722,0.09970522980350549,6,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1
28292,-0.7613985763745363,-1.3088241824391615,-1.3674014856850494,-1.4102044758068109,-0.29911905412201495,-1.5913425108228103,2,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
42046,1.1166046730975012,-0.12633067812064233,-0.8282822569920967,-1.1430031266458724,-1.5108170509771273,-1.5913425108228103,3,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
9880,-0.7613985763745363,-1.0209476480949546,0.5723895110409859,0.27723331018981234,0.6569995985961722,-1.1225527266413642,4,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
13395,-0.7613985763745363,1.119946148688458,0.8445095289267391,1.3605692390867379,1.4776034040072414,0.8732933577577402,6,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
9119,-0.7613985763745363,0.8139726988554621,0.6871159166292744,2.0347199501467994,-1.5108170509771273,1.0798180089877247,4,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
10571,-0.7613985763745363,-2.1383769814164966,0.5297180839570429,0.6086952058097841,-1.5108170509771273,-0.5399461303329668,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
36226,-0.7613985763745363,0.49713570049371114,-0.8282822569920967,1.2174137144075752,1.4776034040072414,0.9469511485926131,6,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1
43522,-0.7613985763745363,-0.7365727905108893,-0.6372779219856636,1.0709625451579436,-1.5108170509771273,-1.5913425108228103,2,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
48157,-0.7613985763745363,1.0130234191548246,-0.6372779219856636,-0.2678472719856564,-1.5108170509771273,-1.274333431606884,6,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5381,1.1166046730975012,0.3341302607158842,0.4362094405272504,0.44563779509228063,-0.29911905412201495,0.8732933577577402,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
12273,-0.7613985763745363,-0.3261143057941949,0.7544331518807158,-1.1430031266458724,-0.29911905412201495,0.8732933577577402,3,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
17687,-0.7613985763745363,-0.7026444811532038,1.6687182357191974,-1.1430031266458724,-0.29911905412201495,-1.555007776650273,6,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1
39069,1.1166046730975012,1.0130234191548246,-0.8282822569920967,-0.07853659432621089,0.6569995985961722,-0.5399461303329668,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1
24059,-0.7613985763745363,0.766725938847313,1.2185700368472294,-0.07853659432621089,1.4776034040072414,-1.1225527266413642,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1
42945,-0.7613985763745363,0.41315376572760404,-0.6372779219856636,0.44563779509228063,1.4776034040072414,-1.1225527266413642,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
38987,-0.7613985763745363,-1.9356648342663465,-0.8282822569920967,2.162449058220435,0.6569995985961722,0.8732933577577402,7,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
43099,-0.7613985763745363,-1.0707901699772358,-0.6372779219856636,-2.0890309536907217,-1.5108170509771273,0.09970522980350549,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
41195,-0.7613985763745363,-0.09076675994538941,-0.8282822569920967,-0.2678472719856564,-1.5108170509771273,-0.6638620900086041,5,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1
39412,1.5535771742530113,1.2296801522477685,-0.8282822569920967,-0.9007216998172387,-0.29911905412201495,-0.5399461303329668,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1
35457,-0.7613985763745363,0.05554407920285947,-0.8282822569920967,-0.6766107939409205,-0.29911905412201495,-1.1225527266413642,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
6375,1.7691282537209854,0.657439862763131,0.5723895110409859,0.27723331018981234,0.6569995985961722,1.0798180089877247,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
23462,-0.7613985763745363,-0.023163530563376916,0.948468424232206,1.0709625451579436,-0.29911905412201495,-1.1225527266413642,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
12718,1.5535771742530113,0.945574204462084,0.5297180839570429,0.6086952058097841,0.6569995985961722,0.09970522980350549,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
13342,1.7042173666913192,1.3461040439001914,0.7857944498076616,0.44563779509228063,-0.29911905412201495,0.8732933577577402,3,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
11285,-0.7613985763745363,0.024773101232360237,0.5723895110409859,0.6086952058097841,-0.29911905412201495,0.8732933577577402,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1
48970,-0.7613985763745363,-1.7829160915564075,-0.6372779219856636,-2.0890309536907217,-0.29911905412201495,1.0798180089877247,5,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1
45754,1.1166046730975012,-0.3714883353710078,-0.6372779219856636,0.9209262596682888,-0.29911905412201495,-1.274333431606884,4,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
20237,-0.7613985763745363,0.4663685285587298,0.6508783927531078,0.10279385556032979,1.4776034040072414,1.0798180089877247,4,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
26421,-0.7613985763745363,-1.3088241824391615,-1.7845552207709512,-0.2678472719856564,-1.5108170509771273,-0.7184129822529852,4,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1
4596,-0.7613985763745363,-1.5542265525000136,1.6328716898618505,-0.46656261260773185,-0.29911905412201495,-0.2942385919163512,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1
42241,1.1166046730975012,-0.46928483980074487,-0.8282822569920967,0.10279385556032979,-1.5108170509771273,-1.4377534015961795,4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
12497,-0.7613985763745363,1.8445227119684602,0.5297180839570429,0.10279385556032979,0.6569995985961722,1.0798180089877247,2,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1
16827,-0.7613985763745363,-2.1383769814164966,1.0786758732989514,1.7726250821598701,0.6569995985961722,0.8732933577577402,7,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
39903,1.1166046730975012,0.07059634664798108,-0.8282822569920967,0.6086952058097841,-0.29911905412201495,-1.274333431606884,2,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
29528,1.1166046730975012,1.5736611616730336,-1.0639330857182203,0.6086952058097841,1.4776034040072414,-0.5399461303329668,5,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
33437,-0.7613985763745363,0.7006752115521887,-1.0639330857182203,0.27723331018981234,-0.29911905412201495,-0.2942385919163512,6,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1
7450,1.1166046730975012,1.4436922653617295,0.5723895110409859,0.27723331018981234,1.4776034040072414,0.9469511485926131,3,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1
26996,-0.7613985763745363,0.8444715571881899,-1.3674014856850494,0.7669686366156055,-1.5108170509771273,-1.5687005871974498,6,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1
3620,1.1166046730975012,1.27856986550615,0.6127013189671301,0.44563779509228063,-1.5108170509771273,1.0798180089877247,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1
26733,-0.7613985763745363,-1.4629623565409806,-1.3674014856850494,-0.46656261260773185,1.4776034040072414,-0.5399461303329668,4,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
47642,1.1166046730975012,-0.18214992866796273,-0.6372779219856636,0.6086952058097841,1.4776034040072414,0.8732933577577402,2,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1
28092,1.5535771742530113,-1.6590571691453444,-1.3674014856850494,0.10279385556032979,-1.5108170509771273,-0.5399461303329668,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1
10560,-0.7613985763745363,0.22342356802047678,2.053144192405528,0.7669686366156055,-0.29911905412201495,-0.5399461303329668,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
47184,1.1166046730975012,1.2997228712171423,-0.6372779219856636,0.9209262596682888,0.6569995985961722,1.0798180089877247,4,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1
1170,-0.7613985763745363,0.5940976460234717,1.0168764196073707,-0.07853659432621089,1.4776034040072414,1.0798180089877247,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1
13934,1.1166046730975012,-0.8470567960572152,0.9239684418765236,0.7669686366156055,0.6569995985961722,1.0798180089877247,2,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1
37127,-0.7613985763745363,-1.0209476480949546,-0.8282822569920967,0.6086952058097841,-1.5108170509771273,-1.1225527266413642,4,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
9533,1.1166046730975012,-0.7365727905108893,1.6475121824549324,0.10279385556032979,-0.29911905412201495,1.0798180089877247,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
21372,-0.7613985763745363,0.8444715571881899,1.6328716898618505,-1.4102044758068109,0.6569995985961722,0.8732933577577402,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
29955,-0.7613985763745363,-0.16319567366603346,-1.0639330857182203,1.2174137144075752,-1.5108170509771273,-0.2942385919163512,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
13296,-0.7613985763745363,-0.6384429410362156,1.5943510161420682,-1.1430031266458724,1.4776034040072414,0.8732933577577402,2,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
49113,-0.7613985763745363,-2.4534602183181757,-0.6372779219856636,-0.46656261260773185,-1.5108170509771273,1.0798180089877247,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
23512,-0.7613985763745363,-1.6590571691453444,0.3847091583531292,-1.7150767401932572,-0.29911905412201495,-1.1225527266413642,3,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
24285,-0.7613985763745363,-0.3950077504671528,0.6508783927531078,0.6086952058097841,1.4776034040072414,0.8732933577577402,6,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0
31714,1.1166046730975012,-1.180816007907414,-1.0639330857182203,0.27723331018981234,1.4776034040072414,0.09970522980350549,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1
11047,-0.7613985763745363,-0.16319567366603346,0.8157851913935359,-0.6766107939409205,-0.29911905412201495,0.8732933577577402,6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
19679,-0.7613985763745363,-0.10839244418025865,0.5723895110409859,-0.07853659432621089,1.4776034040072414,1.0798180089877247,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1
23071,-0.7613985763745363,0.5847605159562466,1.4267011318703038,-0.07853659432621089,-0.29911905412201495,-1.5913425108228103,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
20443,-0.7613985763745363,-0.3261143057941949,0.6127013189671301,-0.07853659432621089,0.6569995985961722,1.0798180089877247,2,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1
13485,-0.7613985763745363,0.2984578077648778,0.8157851913935359,-0.2678472719856564,-0.29911905412201495,0.8732933577577402,6,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
49850,-0.7613985763745363,-0.7718630193357717,-0.6372779219856636,0.27723331018981234,0.6569995985961722,-1.5913425108228103,2,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
20859,-0.7613985763745363,0.3341302607158842,0.5723895110409859,0.6086952058097841,1.4776034040072414,1.0798180089877247,5,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
49485,-0.7613985763745363,0.17034783053609098,-0.6372779219856636,-1.1430031266458724,-0.29911905412201495,0.8732933577577402,5,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1
33111,1.5535771742530113,1.131950620598877,-1.0639330857182203,0.10279385556032979,-1.5108170509771273,-0.6638620900086041,4,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
25459,1.5535771742530113,0.9661970352543578,0.8445095289267391,0.44563779509228063,1.4776034040072414,0.8732933577577402,2,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
22270,1.1166046730975012,1.26247685383188,0.4844262509611635,-0.6766107939409205,1.4776034040072414,-0.6638620900086041,4,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1
45060,1.7042173666913192,1.8585300173636525,-0.6372779219856636,0.7669686366156055,0.6569995985961722,-1.4039123824502293,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
27213,-0.7613985763745363,-2.1383769814164966,-1.3674014856850494,0.10279385556032979,-0.29911905412201495,1.0798180089877247,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
32990,1.5535771742530113,-0.46928483980074487,-1.0639330857182203,0.10279385556032979,-0.29911905412201495,-0.5399461303329668,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1
47009,-0.7613985763745363,0.0854357426628819,-0.6372779219856636,1.0709625451579436,-0.29911905412201495,0.8732933577577402,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
16724,-0.7613985763745363,-0.8470567960572152,-2.4260226560166966,-1.1430031266458724,-1.5108170509771273,-0.2942385919163512,5,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1
35897,1.1166046730975012,-1.6590571691453444,-0.8282822569920967,1.0709625451579436,-1.5108170509771273,-0.7184129822529852,6,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
10982,-0.7613985763745363,-0.808642223391033,1.0786758732989514,-0.07853659432621089,-1.5108170509771273,-1.274333431606884,7,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
42628,-0.7613985763745363,1.77972074434866,-0.6372779219856636,-2.0890309536907217,0.6569995985961722,0.9469511485926131,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
40035,1.7691282537209854,0.9032631619948129,-0.8282822569920967,0.6086952058097841,0.6569995985961722,1.0798180089877247,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
11133,-0.7613985763745363,0.17034783053609098,0.721584303535813,-1.1430031266458724,0.6569995985961722,1.0798180089877247,4,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
